Date/Time,SMC_Power
Tue 12/15/20 11:14:49 AM,-704
Tue 12/15/20 11:14:50 AM,-720
Tue 12/15/20 11:14:51 AM,-789
Tue 12/15/20 11:14:52 AM,-767
Tue 12/15/20 11:14:53 AM,-751
Tue 12/15/20 11:14:54 AM,-704
Tue 12/15/20 11:14:55 AM,-771
Tue 12/15/20 11:14:56 AM,-757
Tue 12/15/20 11:14:57 AM,-722
Tue 12/15/20 11:14:58 AM,-717
Tue 12/15/20 11:14:59 AM,-758
Tue 12/15/20 11:15:00 AM,-720
Tue 12/15/20 11:15:01 AM,-701
Tue 12/15/20 11:15:02 AM,-789
Tue 12/15/20 11:15:03 AM,-774
Tue 12/15/20 11:15:04 AM,-797
Tue 12/15/20 11:15:05 AM,-750
Tue 12/15/20 11:15:06 AM,-771
Tue 12/15/20 11:15:07 AM,-715
Tue 12/15/20 11:15:08 AM,-727
Tue 12/15/20 11:15:09 AM,-717
Tue 12/15/20 11:15:10 AM,-747
Tue 12/15/20 11:15:11 AM,-787
Tue 12/15/20 11:15:12 AM,-743
Tue 12/15/20 11:15:13 AM,-772
Tue 12/15/20 11:15:14 AM,-784
Tue 12/15/20 11:15:15 AM,-734
Tue 12/15/20 11:15:16 AM,-758
Tue 12/15/20 11:15:17 AM,-705
Tue 12/15/20 11:15:18 AM,-721
Tue 12/15/20 11:15:19 AM,-744
Tue 12/15/20 11:15:20 AM,-719
Tue 12/15/20 11:15:21 AM,-755
Tue 12/15/20 11:15:22 AM,-748
Tue 12/15/20 11:15:23 AM,-770
Tue 12/15/20 11:15:24 AM,-703
Tue 12/15/20 11:15:25 AM,-723
Tue 12/15/20 11:15:26 AM,-782
Tue 12/15/20 11:15:27 AM,-739
Tue 12/15/20 11:15:28 AM,-747
Tue 12/15/20 11:15:29 AM,-796
Tue 12/15/20 11:15:30 AM,-743
Tue 12/15/20 11:15:31 AM,-705
Tue 12/15/20 11:15:32 AM,-794
Tue 12/15/20 11:15:33 AM,-737
Tue 12/15/20 11:15:34 AM,-773
Tue 12/15/20 11:15:35 AM,-742
Tue 12/15/20 11:15:36 AM,-779
Tue 12/15/20 11:15:37 AM,-707
Tue 12/15/20 11:15:38 AM,-800
Tue 12/15/20 11:15:39 AM,-755
Tue 12/15/20 11:15:40 AM,-799
Tue 12/15/20 11:15:41 AM,-799
Tue 12/15/20 11:15:42 AM,-769
Tue 12/15/20 11:15:43 AM,-719
Tue 12/15/20 11:15:44 AM,-760
Tue 12/15/20 11:15:45 AM,-723
Tue 12/15/20 11:15:46 AM,-790
Tue 12/15/20 11:15:47 AM,-762
Tue 12/15/20 11:15:48 AM,-735
Tue 12/15/20 11:15:49 AM,-730
Tue 12/15/20 11:15:50 AM,-738
Tue 12/15/20 11:15:51 AM,-758
Tue 12/15/20 11:15:52 AM,-769
Tue 12/15/20 11:15:53 AM,-757
Tue 12/15/20 11:15:54 AM,-753
Tue 12/15/20 11:15:55 AM,-796
Tue 12/15/20 11:15:56 AM,-704
Tue 12/15/20 11:15:57 AM,-736
Tue 12/15/20 11:15:58 AM,-780
Tue 12/15/20 11:15:59 AM,-778
Tue 12/15/20 11:16:00 AM,-775
Tue 12/15/20 11:16:01 AM,-720
Tue 12/15/20 11:16:02 AM,-755
Tue 12/15/20 11:16:03 AM,-756
Tue 12/15/20 11:16:04 AM,-712
Tue 12/15/20 11:16:05 AM,-787
Tue 12/15/20 11:16:06 AM,-716
Tue 12/15/20 11:16:07 AM,-771
Tue 12/15/20 11:16:08 AM,-747
Tue 12/15/20 11:16:09 AM,-771
Tue 12/15/20 11:16:10 AM,-765
Tue 12/15/20 11:16:11 AM,-776
Tue 12/15/20 11:16:12 AM,-716
Tue 12/15/20 11:16:13 AM,-729
Tue 12/15/20 11:16:14 AM,-737
Tue 12/15/20 11:16:15 AM,-774
Tue 12/15/20 11:16:16 AM,-718
Tue 12/15/20 11:16:17 AM,-764
Tue 12/15/20 11:16:18 AM,-701
Tue 12/15/20 11:16:19 AM,-757
Tue 12/15/20 11:16:20 AM,-708
Tue 12/15/20 11:16:21 AM,-717
Tue 12/15/20 11:16:22 AM,-782
Tue 12/15/20 11:16:23 AM,-732
Tue 12/15/20 11:16:24 AM,-749
Tue 12/15/20 11:16:25 AM,-725
Tue 12/15/20 11:16:26 AM,-723
Tue 12/15/20 11:16:27 AM,-737
Tue 12/15/20 11:16:28 AM,-704
Tue 12/15/20 11:16:29 AM,-777
Tue 12/15/20 11:16:30 AM,-748
Tue 12/15/20 11:16:31 AM,-761
Tue 12/15/20 11:16:32 AM,-758
Tue 12/15/20 11:16:33 AM,-700
Tue 12/15/20 11:16:34 AM,-762
Tue 12/15/20 11:16:35 AM,-775
Tue 12/15/20 11:16:36 AM,-737
Tue 12/15/20 11:16:37 AM,-731
Tue 12/15/20 11:16:38 AM,-738
Tue 12/15/20 11:16:39 AM,-786
Tue 12/15/20 11:16:40 AM,-738
Tue 12/15/20 11:16:41 AM,-794
Tue 12/15/20 11:16:42 AM,-793
Tue 12/15/20 11:16:43 AM,-754
Tue 12/15/20 11:16:44 AM,-773
Tue 12/15/20 11:16:45 AM,-700
Tue 12/15/20 11:16:46 AM,-700
Tue 12/15/20 11:16:47 AM,-737
Tue 12/15/20 11:16:48 AM,-770
Tue 12/15/20 11:16:49 AM,-766
Tue 12/15/20 11:16:50 AM,-721
Tue 12/15/20 11:16:51 AM,-731
Tue 12/15/20 11:16:52 AM,-704
Tue 12/15/20 11:16:53 AM,-747
Tue 12/15/20 11:16:54 AM,-783
Tue 12/15/20 11:16:55 AM,-738
Tue 12/15/20 11:16:56 AM,-720
Tue 12/15/20 11:16:57 AM,-780
Tue 12/15/20 11:16:58 AM,-724
Tue 12/15/20 11:16:59 AM,-787
Tue 12/15/20 11:17:00 AM,-713
Tue 12/15/20 11:17:01 AM,-720
Tue 12/15/20 11:17:02 AM,-771
Tue 12/15/20 11:17:03 AM,-756
Tue 12/15/20 11:17:04 AM,-716
Tue 12/15/20 11:17:05 AM,-736
Tue 12/15/20 11:17:06 AM,-718
Tue 12/15/20 11:17:07 AM,-741
Tue 12/15/20 11:17:08 AM,-795
Tue 12/15/20 11:17:09 AM,-738
Tue 12/15/20 11:17:10 AM,-772
Tue 12/15/20 11:17:11 AM,-797
Tue 12/15/20 11:17:12 AM,-701
Tue 12/15/20 11:17:13 AM,-788
Tue 12/15/20 11:17:14 AM,-726
Tue 12/15/20 11:17:15 AM,-756
Tue 12/15/20 11:17:16 AM,-741
Tue 12/15/20 11:17:17 AM,-781
Tue 12/15/20 11:17:18 AM,-748
Tue 12/15/20 11:17:19 AM,-756
Tue 12/15/20 11:17:20 AM,-796
Tue 12/15/20 11:17:21 AM,-768
Tue 12/15/20 11:17:22 AM,-744
Tue 12/15/20 11:17:23 AM,-759
Tue 12/15/20 11:17:24 AM,-786
Tue 12/15/20 11:17:25 AM,-799
Tue 12/15/20 11:17:26 AM,-723
Tue 12/15/20 11:17:27 AM,-798
Tue 12/15/20 11:17:28 AM,-758
Tue 12/15/20 11:17:29 AM,-738
Tue 12/15/20 11:17:30 AM,-786
Tue 12/15/20 11:17:31 AM,-760
Tue 12/15/20 11:17:32 AM,-782
Tue 12/15/20 11:17:33 AM,-708
Tue 12/15/20 11:17:34 AM,-734
Tue 12/15/20 11:17:35 AM,-727
Tue 12/15/20 11:17:36 AM,-739
Tue 12/15/20 11:17:37 AM,-783
Tue 12/15/20 11:17:38 AM,-703
Tue 12/15/20 11:17:39 AM,-731
Tue 12/15/20 11:17:40 AM,-776
Tue 12/15/20 11:17:41 AM,-767
Tue 12/15/20 11:17:42 AM,-772
Tue 12/15/20 11:17:43 AM,-733
Tue 12/15/20 11:17:44 AM,-725
Tue 12/15/20 11:17:45 AM,-725
Tue 12/15/20 11:17:46 AM,-735
Tue 12/15/20 11:17:47 AM,-734
Tue 12/15/20 11:17:48 AM,-785
Tue 12/15/20 11:17:49 AM,-757
Tue 12/15/20 11:17:50 AM,-762
Tue 12/15/20 11:17:51 AM,-712
Tue 12/15/20 11:17:52 AM,-795
Tue 12/15/20 11:17:53 AM,-798
Tue 12/15/20 11:17:54 AM,-773
Tue 12/15/20 11:17:55 AM,-722
Tue 12/15/20 11:17:56 AM,-766
Tue 12/15/20 11:17:57 AM,-716
Tue 12/15/20 11:17:58 AM,-749
Tue 12/15/20 11:17:59 AM,-717
Tue 12/15/20 11:18:00 AM,-776
Tue 12/15/20 11:18:01 AM,-740
Tue 12/15/20 11:18:02 AM,-788
Tue 12/15/20 11:18:03 AM,-708
Tue 12/15/20 11:18:04 AM,-755
Tue 12/15/20 11:18:05 AM,-796
Tue 12/15/20 11:18:06 AM,-726
Tue 12/15/20 11:18:07 AM,-754
Tue 12/15/20 11:18:08 AM,-790
Tue 12/15/20 11:18:09 AM,-753
Tue 12/15/20 11:18:10 AM,-719
Tue 12/15/20 11:18:11 AM,-776
Tue 12/15/20 11:18:12 AM,-731
Tue 12/15/20 11:18:13 AM,-741
Tue 12/15/20 11:18:14 AM,-770
Tue 12/15/20 11:18:15 AM,-775
Tue 12/15/20 11:18:16 AM,-761
Tue 12/15/20 11:18:17 AM,-754
Tue 12/15/20 11:18:18 AM,-727
Tue 12/15/20 11:18:19 AM,-741
Tue 12/15/20 11:18:20 AM,-773
Tue 12/15/20 11:18:21 AM,-712
Tue 12/15/20 11:18:22 AM,-729
Tue 12/15/20 11:18:23 AM,-713
Tue 12/15/20 11:18:24 AM,-700
Tue 12/15/20 11:18:25 AM,-764
Tue 12/15/20 11:18:26 AM,-759
Tue 12/15/20 11:18:27 AM,-764
Tue 12/15/20 11:18:28 AM,-712
Tue 12/15/20 11:18:29 AM,-747
Tue 12/15/20 11:18:30 AM,-734
Tue 12/15/20 11:18:31 AM,-718
Tue 12/15/20 11:18:32 AM,-712
Tue 12/15/20 11:18:33 AM,-798
Tue 12/15/20 11:18:34 AM,-757
Tue 12/15/20 11:18:35 AM,-714
Tue 12/15/20 11:18:36 AM,-733
Tue 12/15/20 11:18:37 AM,-743
Tue 12/15/20 11:18:38 AM,-759
Tue 12/15/20 11:18:39 AM,-744
Tue 12/15/20 11:18:40 AM,-725
Tue 12/15/20 11:18:41 AM,-762
Tue 12/15/20 11:18:42 AM,-716
Tue 12/15/20 11:18:43 AM,-748
Tue 12/15/20 11:18:44 AM,-708
Tue 12/15/20 11:18:45 AM,-733
Tue 12/15/20 11:18:46 AM,-714
Tue 12/15/20 11:18:47 AM,-714
Tue 12/15/20 11:18:48 AM,-735
Tue 12/15/20 11:18:49 AM,-792
Tue 12/15/20 11:18:50 AM,-744
Tue 12/15/20 11:18:51 AM,-758
Tue 12/15/20 11:18:52 AM,-783
Tue 12/15/20 11:18:53 AM,-710
Tue 12/15/20 11:18:54 AM,-780
Tue 12/15/20 11:18:55 AM,-778
Tue 12/15/20 11:18:56 AM,-728
Tue 12/15/20 11:18:57 AM,-754
Tue 12/15/20 11:18:58 AM,-720
Tue 12/15/20 11:18:59 AM,-757
Tue 12/15/20 11:19:00 AM,-792
Tue 12/15/20 11:19:01 AM,-705
Tue 12/15/20 11:19:02 AM,-759
Tue 12/15/20 11:19:03 AM,-767
Tue 12/15/20 11:19:04 AM,-760
Tue 12/15/20 11:19:05 AM,-792
Tue 12/15/20 11:19:06 AM,-710
Tue 12/15/20 11:19:07 AM,-729
Tue 12/15/20 11:19:08 AM,-768
Tue 12/15/20 11:19:09 AM,-746
Tue 12/15/20 11:19:10 AM,-734
Tue 12/15/20 11:19:11 AM,-768
Tue 12/15/20 11:19:12 AM,-762
Tue 12/15/20 11:19:13 AM,-762
Tue 12/15/20 11:19:14 AM,-700
Tue 12/15/20 11:19:15 AM,-788
Tue 12/15/20 11:19:16 AM,-744
Tue 12/15/20 11:19:17 AM,-743
Tue 12/15/20 11:19:18 AM,-791
Tue 12/15/20 11:19:19 AM,-728
Tue 12/15/20 11:19:20 AM,-756
Tue 12/15/20 11:19:21 AM,-722
Tue 12/15/20 11:19:22 AM,-737
Tue 12/15/20 11:19:23 AM,-711
Tue 12/15/20 11:19:24 AM,-772
Tue 12/15/20 11:19:25 AM,-790
Tue 12/15/20 11:19:26 AM,-725
Tue 12/15/20 11:19:27 AM,-749
Tue 12/15/20 11:19:28 AM,-768
Tue 12/15/20 11:19:29 AM,-700
Tue 12/15/20 11:19:30 AM,-781
Tue 12/15/20 11:19:31 AM,-722
Tue 12/15/20 11:19:32 AM,-734
Tue 12/15/20 11:19:33 AM,-790
Tue 12/15/20 11:19:34 AM,-756
Tue 12/15/20 11:19:35 AM,-749
Tue 12/15/20 11:19:36 AM,-751
Tue 12/15/20 11:19:37 AM,-760
Tue 12/15/20 11:19:38 AM,-786
Tue 12/15/20 11:19:39 AM,-769
Tue 12/15/20 11:19:40 AM,-797
Tue 12/15/20 11:19:41 AM,-708
Tue 12/15/20 11:19:42 AM,-756
Tue 12/15/20 11:19:43 AM,-718
Tue 12/15/20 11:19:44 AM,-716
Tue 12/15/20 11:19:45 AM,-781
Tue 12/15/20 11:19:46 AM,-724
Tue 12/15/20 11:19:47 AM,-768
Tue 12/15/20 11:19:48 AM,-752
Tue 12/15/20 11:19:49 AM,-782
Tue 12/15/20 11:19:50 AM,-769
Tue 12/15/20 11:19:51 AM,-780
Tue 12/15/20 11:19:52 AM,-701
Tue 12/15/20 11:19:53 AM,-730
Tue 12/15/20 11:19:54 AM,-777
Tue 12/15/20 11:19:55 AM,-794
Tue 12/15/20 11:19:56 AM,-703
Tue 12/15/20 11:19:57 AM,-727
Tue 12/15/20 11:19:58 AM,-711
Tue 12/15/20 11:19:59 AM,-798
Tue 12/15/20 11:20:00 AM,-775
Tue 12/15/20 11:20:01 AM,-731
Tue 12/15/20 11:20:02 AM,-721
Tue 12/15/20 11:20:03 AM,-750
Tue 12/15/20 11:20:04 AM,-723
Tue 12/15/20 11:20:05 AM,-705
Tue 12/15/20 11:20:06 AM,-717
Tue 12/15/20 11:20:07 AM,-708
Tue 12/15/20 11:20:08 AM,-774
Tue 12/15/20 11:20:09 AM,-772
Tue 12/15/20 11:20:10 AM,-769
Tue 12/15/20 11:20:11 AM,-798
Tue 12/15/20 11:20:12 AM,-796
Tue 12/15/20 11:20:13 AM,-784
Tue 12/15/20 11:20:14 AM,-709
Tue 12/15/20 11:20:15 AM,-718
Tue 12/15/20 11:20:16 AM,-782
Tue 12/15/20 11:20:17 AM,-701
Tue 12/15/20 11:20:18 AM,-773
Tue 12/15/20 11:20:19 AM,-752
Tue 12/15/20 11:20:20 AM,-789
Tue 12/15/20 11:20:21 AM,-712
Tue 12/15/20 11:20:22 AM,-736
Tue 12/15/20 11:20:23 AM,-781
Tue 12/15/20 11:20:24 AM,-704
Tue 12/15/20 11:20:25 AM,-743
Tue 12/15/20 11:20:26 AM,-745
Tue 12/15/20 11:20:27 AM,-749
Tue 12/15/20 11:20:28 AM,-740
Tue 12/15/20 11:20:29 AM,-791
Tue 12/15/20 11:20:30 AM,-728
Tue 12/15/20 11:20:31 AM,-768
Tue 12/15/20 11:20:32 AM,-728
Tue 12/15/20 11:20:33 AM,-720
Tue 12/15/20 11:20:34 AM,-713
Tue 12/15/20 11:20:35 AM,-775
Tue 12/15/20 11:20:36 AM,-781
Tue 12/15/20 11:20:37 AM,-778
Tue 12/15/20 11:20:38 AM,-725
Tue 12/15/20 11:20:39 AM,-737
Tue 12/15/20 11:20:40 AM,-715
Tue 12/15/20 11:20:41 AM,-730
Tue 12/15/20 11:20:42 AM,-792
Tue 12/15/20 11:20:43 AM,-715
Tue 12/15/20 11:20:44 AM,-734
Tue 12/15/20 11:20:45 AM,-739
Tue 12/15/20 11:20:46 AM,-794
Tue 12/15/20 11:20:47 AM,-769
Tue 12/15/20 11:20:48 AM,-766
Tue 12/15/20 11:20:49 AM,-746
Tue 12/15/20 11:20:50 AM,-724
Tue 12/15/20 11:20:51 AM,-732
Tue 12/15/20 11:20:52 AM,-706
Tue 12/15/20 11:20:53 AM,-748
Tue 12/15/20 11:20:54 AM,-722
Tue 12/15/20 11:20:55 AM,-788
Tue 12/15/20 11:20:56 AM,-739
Tue 12/15/20 11:20:57 AM,-748
Tue 12/15/20 11:20:58 AM,-734
Tue 12/15/20 11:20:59 AM,-798
Tue 12/15/20 11:21:00 AM,-746
Tue 12/15/20 11:21:01 AM,-731
Tue 12/15/20 11:21:02 AM,-769
Tue 12/15/20 11:21:03 AM,-720
Tue 12/15/20 11:21:04 AM,-740
Tue 12/15/20 11:21:05 AM,-742
Tue 12/15/20 11:21:06 AM,-724
Tue 12/15/20 11:21:07 AM,-724
Tue 12/15/20 11:21:08 AM,-724
Tue 12/15/20 11:21:09 AM,-767
Tue 12/15/20 11:21:10 AM,-742
Tue 12/15/20 11:21:11 AM,-745
Tue 12/15/20 11:21:12 AM,-709
Tue 12/15/20 11:21:13 AM,-787
Tue 12/15/20 11:21:14 AM,-730
Tue 12/15/20 11:21:15 AM,-798
Tue 12/15/20 11:21:16 AM,-776
Tue 12/15/20 11:21:17 AM,-726
Tue 12/15/20 11:21:18 AM,-744
Tue 12/15/20 11:21:19 AM,-783
Tue 12/15/20 11:21:20 AM,-732
Tue 12/15/20 11:21:21 AM,-786
Tue 12/15/20 11:21:22 AM,-772
